CustLocation,total_customers,avg_balance,total_transaction_volume
"TOWERS AHMEDABAD",4,6471.01,0
"TOWERS BANGALORE",8,97560.57,0
"TOWN HOSPITAL GUWAHATI",8,89809.13,0
"TOWN SUPER MARKET BANGALORE",1,279313.07,0
"TOWNSHIP KOLKATA",24,154855.68000000005,0
"TOYATO SHOWROOM MALAD WEST MUMBAI",6,7808.05,0
TPR,3,3582.433333333333,0
"TQ KHED PUNE",4,208341.26,0
"TRAINING MUMBAI",2,69373.03,0
"TRANSPORT BHIWANDI",25,231734.2999999999,0
"TREES VERSOVA ANDHERI W MUMBAI",1,0,0
"TRI NAGER DELHI",8,203489.28,0
TRIBENI,3,27760.37,0
TRICHIRAPALLI,9,317464.72,0
TRICHUR,101,194203.62346534667,0
TRICHY,931,46624.015416666734,0
"TRICHY (DT)",2,11738.32,0
"TRICHY DT",37,32320.267027027036,0
"TRICHY RURAL",9,8554.604444444447,0
"TRICHY URBAN",43,38347.86813953488,0
TRICHYA,1,353704.6,0
"TRIMULGHERRY HYDERABAD",24,10156.679999999995,0
TRIMURTY,2,11218.81,0
"TRINELVELI DT",3,2451.96,0
"TRINITY BENGALURU",2,34637.14,0
"TRIPLICANE CHENNAI",8,44735.27,0
TRIPUNITHURA,8,29887.875,0
TRIPURA,39,6002.847435897436,0
"TRIPURA AGARTALA",7,19599.164285714283,0
"TRIPURA CANCER HOSPITAL AGARTALA",2,13317.45,0
"TRIPURA NR UNAKOTI NORTH TRIPURA",1,7563.67,0
"TRIPURA TELIAMURA",1,55.35,0
"TRIPURA WEST",4,3816.53,0
TRIPURANTHAKAM,5,3019.97,0
"TRIRUPATI NAGAR II VIRAR W THANE",1,88436.83,0
TRISHUR,27,44917.99,0
TRISSUR,11,4935.626363636365,0
TRITOL,3,31305.39,0
TRIUPPUR,7,24244.079999999998,0
TRIVANDRAUM,7,10410.084285714287,0
TRIVANDRUM,1067,102853.14767441897,0
"TRIVANDRUM DT",1,36690.75,0
"TRIVANDRUM THIRUVANANTHAPURAM",4,30.87,0
"TRIVANDRUM TRIVANDRUM",3,46638.76,0
TRIVANDRUN,4,857.34,0
TROMBAY,1,3843.51,0
"TROMBAY ROAD DEONAR MUMBAI",20,13277.239999999996,0
TUENSANG,39,1293.0800000000013,0
"TULIJ SOPARA RD VASAI THANE",7,34425.15,0
"TULSIWADI MUMBAI MUMBAI",4,6920.03,0
TUMKUR,220,20707.37126696831,0
"TUMKUR DISTRICT",1,3674.66,0
"TUNI EAST GODAVARI",13,3282.14,0
"TUPRAN(MANDAL) MEDAK",3,3563.5500000000006,0
"TURBE STOR VASH-23",4,9194.35,0
TURUVEKERE,5,86.84,0
TUTICORIN,43,22076.006511627907,0
TUTIKURIN,1,40.18,0
TUTOCORIN,9,33247.584444444445,0
"TYRES CHENNAI",6,319859.54,0
"U J B UDYAN MUMBAI",5,1224.15,0
"U S NAGAR",56,42220.174285714296,0
UAE,19,35437.88052631578,0
UCHANA,1,12609.72,0
UDAIPUR,2663,106310.26851143647,0
UDAIPURA,7,13271.92,0
UDALA,1,1409.16,0
UDALGURI,2,31125.55,0
"UDALI KHURD",1,161007.41,0
UDALPUR,1,2706.1,0
"UDAM SINGH NAGAR",13,30852.73230769231,0
UDAWADA,2,3474.5,0
UDAYARPALAIYAM,12,677.9300000000001,0
UDAYARPALAYAM,5,2040.67,0
"UDEYPUR (RAJ)",1,36203.28,0
"UDGIR LATUR",8,17.08,0
"UDHAM SINGH NAGAR",172,44192.78505813957,0
"UDHAM SINGHNAGAR",1,17919.9,0
UDHAMPUR,310,100315.24230519484,0
"UDHAMSINGH NAGAR",11,36423.56272727272,0
UDUMALPET,5,995.152,0
"UDUMALPET TIRUPUR (DT)",1,25287.22,0
UDUMBANCHOLA,25,8182.257999999996,0
"UDUMBANCHOLA UDUMBANCHOLA",1,17782.24,0
UDUPI,491,64084.5713061225,0
"UDUPI KUNJIBETTU",5,7331.92,0
"UDUPI MANIPAL",3,5172.87,0
UDWADA,2,6077.02,0
"UDYAN MUMBAI",3,17688.89,0
"UDYOG VIHAR PH 1 GURGAON",1,354.65,0
"UDYOG VIHAR PHASE-IV GURGAON",2,2528.78,0
UJHANI,3,10718.866666666667,0
UJJAIN,513,126523.37693675923,0
"UJWAL PRINTING PRESS PUNE",2,184.15,0
UKBRUL,1,24776.82,0
UKHRUL,69,6513.816376811599,0
"UKHRUL DIST",22,2873.729545454545,0
"ULHAS NAGAR",2,22409.08,0
ULHASNAGAR,398,54428.46280303032,0
"ULHASNAGAR 1 ULHASNAGAR",3,47199.1,0
"ULHASNAGAR 3",1,225016.23,0
"ULHASNAGAR 3 THANE",2,10102,0
"ULHASNAGAR 4 EAST",4,3865.69,0
"ULHASNAGAR THANE",3,176580.14333333334,0
"ULHASNAGAR ULHASNAGAR",2,13854.62,0
"ULHASNAGAR W THANE",2,48372.9,0
"ULHASNAGAR-1 THANE",19,17605.193684210517,0
"ULHASNAGAR-3 ULHASNAGAR",1,47289.8,0
"ULLHASNAGARTHANE ULLHASNAGAR-4THANE",2,25605.5,0
ULSAN,5,11343.12,0
ULUNDURPETTAI,1,249.37,0
UMARGAM,1,2748.62,0
UMARIA,16,9084.030625,0
UMARIYA,19,788.4478947368422,0
UMARKHED,5,60253.46,0
"UMBAR PADA",2,21883.05,0
"UMED SWEETS PUNE CITY SWARGATE PUNE",2,18926.06,0
UMKDAIT,1,14557.11,0
"UMM AL QUWAIN",16,110906.08000000002,0
UMRED,13,1746.0099999999995,0
UMRETH,1,45010.23,0
UMROLI,2,74557.425,0
UMTA,1,12566.8,0
UNA,562,47906.2304618117,0
UNAKOTI,1,364.36,0
"UNAMAN CHERY CHENNAI",12,113884.03000000001,0
UNCHAHAR,10,9844.899999999998,0
"UNION BANK OF INDIA NAGPUR",7,41858.6,0
"UNION CITY",1,486314.1,0
"UNIVERSAL PIPESS RIGH HAND MUMBAI",4,11798.34,0
"UNIVERSITY CHENNAI",1,36873.74,0
"UNIVERSITY NEW DELHI",3,215.05000000000004,0
"UNIVERSITY PUNE",3,10495.653333333334,0
UNJHA,55,27703.973090909094,0
UNNAO,209,45357.63569377993,0
"UP HANDLOOMS HYDERABAD",3,3.07,0
"UPLANDS VISAKHAPATNAM",1,34178.15,0
"UPPALA KASARAGOD",6,15237.089999999998,0
UPPALAPADU,1,39299.22,0
"UPPER BAZAR RANCHI",6,171.87,0
"UPPER SIANG",9,10039.71,0
"UPPERPALLY HYDERABAD",44,21821.042499999996,0
URAN,65,159779.36738461535,0
"URAN NAVI MUMBAI",5,4444866.86,0
"URAN RAIGAD",37,18618.249189189188,0
"URBAN VISAKHAPATNAM",19,65626.01,0
"URBAN) MUMBAI",15,18234.320000000003,0
"URMAR TANDA",16,378692.55375,0
USGAO,8,27592.021250000005,0
USGAON,5,26834.692,0
"USHAGRAM BARDHAMAN ASANSOL",5,34081.35,0
"USHODAYA S MKT HYDERABAD",8,113,0
USMANABAD,9,14564.447777777777,0
"UT OF DADRA AND NAGAR",1,82957.25,0
UTHIRAMERUR,3,11482.82,0
"UTHUKOTTA I",1,1233.47,0
UTHUKOTTAI,3,3858.83,0
UTKOOR,4,3654.11,0
UTRAJ,6,98875.58999999998,0
"UTTALI SATNA",17,1516.32,0
"UTTAM NAGAR",58,26879.212931034483,0
"UTTAM NAGAR DELHI",5,16197.459999999997,0
"UTTAMNAGAR DWARKA WESTDELHI DELHI",4,6052.09,0
"UTTAR DHINAJPUR",1,4974.81,0
"UTTAR DINAJPUR",62,18928.38903225805,0
"UTTAR PRADESH",7,622835.0814285715,0
"UTTARA HALLI LAKE BEHIND BANGALORE",1,32821.12,0
"UTTARA HALLI MAIN RD BANGALORE",1,18991.36,0
"UTTARA KANNADA",90,26576.396666666675,0
"UTTARAHALLI BANGALORE",4,7576.88,0
UTTARAKHAND,3,350.18,0
"UTTARAKHAND (PITHORAGARH)",1,123241.43,0
UTTARKASHI,36,13768.87333333334,0
UTTARPARA,2,10191.67,0
UTTARSANDA,1,161519.06,0
UXBRIDGE,1,0.81,0
"V MUMBAI AGRA ROAD NASHIK TEHSIL",2,34390.72,0
"V V NAGAR",23,181745.80304347826,0
V.V.NAGAR,1,1104.22,0
"VA 22079 3463",4,4604.93,0
"VADAGAON SHERI PUNE",5,29081.452,0
"VADAGAV SHINDE HAVELI PUNE",7,2620.4900000000002,0
VADAKARA,6,13779.018333333335,0
VADAPURI,2,2118.21,0
"VADAR PADA KANDIVALI EAST MUMBAI",1,7987.74,0
VADASSERIKKARA,14,9770.704285714286,0
VADDEM,2,59060.63,0
VADGAON,1,251257.54,0
"VADGAON BUDRUK PUNE",5,3713.87,0
VADODARA,3879,130135.83061045047,0
"VADODARA VADODARA",13,1233.41076923077,0
"VADSAR 40 MEETER RING ROAD VADODARA",1,48604.72,0
VADTAL,1,12847.81,0
VADTHAL,1,1425.03,0
VAGATOR,19,10480.528947368419,0
VAGHASI,4,18595.11,0
VAIKOM,19,18166.94210526315,0
VAISHALI,229,26068.20646288212,0
"VAISHALI GHAZIABAD",20,73575.55500000001,0
"VAISHALI NAGAR JAIPUR",12,455.71,0
"VAISHALI NAGAR RANGAREDDI",1,8.51,0
"VAISHALI VAISHALI",1,3490.86,0
"VAJAN KATA PUNE",1,8404.58,0
VAJEDA,1,100.24,0
VALAVANNOOR,4,5270.61,0
VALAYANKULAM,6,533.71,0
"VALLABH VIDHYANAGAR",4,7296.19,0
"VALLABH VIDYANAGAR",14,291035.77357142855,0
"VALLABH-VIDYA NAGAR",1,20261.66,0
VALLABHVIDYANAGAR,4,0,0
VALPARAI,1,1216.36,0
VALSAD,353,24096.27161473092,0
"VALSAD VAPI",22,11788.227272727274,0
"VAN BUDDHA VIHAR MUM",4,17368,0
"VAN MIRA RD THANE",10,413171.25999999995,0
"VAN UDYAN MUMBAI",25,138849.31000000003,0
"VANASTALIPURAM K V RANGAREDDY",2,14821.79,0
VANBHORI,1,10755.64,0
"VANCHIYUR THIRUVANANTHAPURAM",17,10494.600000000002,0
"VANDIPPERIYAR PANCHAYATH",8,7652.629999999999,0
"VANGANI E",1,2430.51,0
"VANGNI W",31,18832.090000000007,0
VANGOAN,2,155.18,0
VANIYAMBADI,13,257782.4915384616,0
"VANIYAMBADI CIRLLE",6,6317.03,0
"VANUR TK",4,3973.78,0
VAPADA,2,52008.41,0
VAPHGAON,4,10638.71,0
VAPI,1284,78530.56230529585,0
"VAPI PARDI VALSAD",4,69.41,0
"VARACHHA ROAD SURAT",1,570.72,0
"VARACHHA SURAT",6,73981.65333333332,0
"VARACHHA UTRAN ROAD SURAT SURAT",17,32200,0
VARANAASI,6,722.27,0
VARANASI,1247,59173.94986367278,0
"VARANASI VARANASI",9,24606.63,0
VARANAVASI,113,16566.957256637175,0
VARANSI,14,8155.289999999998,0
VARAPETTY,2,5878.18,0
VARCA,20,86200.48050000003,0
"VARCA SALCETE",3,9902.906666666666,0
"VARCA SALCETTE",1,136540.63,0
"VARDHAMAN NAGAR NAGPUR",2,6119.65,0
VARKALA,2,2154.95,0
VARLA,12,9822.78,0
"VARLADEVI MANDIR BHIWANDI",1,20332.29,0
VARNASI,32,7565.340625000002,0
"VARTAK NAGAR THANE",2,24623.43,0
"VARTHUR HOBLI BANGALORE",16,20119.200000000004,0
VASAI,99,69540.7135353535,0
"VASAI (EAST)",14,40892.79357142858,0
"VASAI (W) THANE",3,3052.34,0
"VASAI (WEST)",7,1725.732857142857,0
"VASAI BASEEIN ROAD VASAI THANE",3,2133.38,0
"VASAI E",6,288965.4316666667,0
"VASAI E THANE",13,34632.30615384615,0
"VASAI EAST",50,18814.747599999995,0
"VASAI EAST THANE",6,11664.053333333335,0
"VASAI MUMBAI",2,7342.85,0
"VASAI PALGHAR",9,6066.02,0
"VASAI RD W",3,51430.86000000001,0
"VASAI ROAD WEST",14,60411.069999999985,0
"VASAI THANE",59,20381.971694915268,0
"VASAI VIRAR CITY (M CORP) PALGHAR",1,75480.28,0
"VASAI VIRAR MUNICIPAL PALGHAR VIRAR",14,9100.350000000002,0
"VASAI VIRAR THANE",7,9541.210000000001,0
"VASAI W",18,12676.166666666662,0
"VASAI W THANE",22,16934.04954545455,0
"VASAI WEST",38,44355.016052631574,0
"VASAI WEST THANE",18,119218.25111111114,0
VASANIYA,6,2040.3099999999997,0
"VASANT KUNJ",20,42922.937500000015,0
"VASANT KUNJ NEW DELHI",5,16727.182,0
"VASANT KUNJ SOUTH WEST DELHI",1,517514.74,0
"VASANT VIHAR DELHI",1,13946.51,0
VASANTHNAGAR,4,12221.6,0
"VASANTKUNJ NEW DELHI",1,4527.69,0
VASCO,76,184348.08144736846,0
"VASCO DA GAMA",60,239064.44250000006,0
"VASCO DA GAMA SOUTH",1,2092.44,0
VASCO-DA-GAMA,65,112476.52523076921,0
VASHI,25,49740.13959999999,0
"VASHI  NAVI MUMBAI",29,253.76000000000002,0
"VASHI NAKA CHEMBUR FCI MUMBAI",1,9123.19,0
"VASHI NAVI MUMBAI",67,66355.69850746261,0
"VASHI NAVIMUMBAI",14,65290.150000000016,0
"VASHI NR VASHI RLY STN NAVI MUMBAI",4,1618469.44,0
"VASHINAKA MUMBAI",1,44262.85,0
VASIND,4,14909.8,0
"VASIND E",1,50864.31,0
VASNA,9,6518.27,0
VASSI,13,31.94,0
"VASTI MALEGAON",1,8311.65,0
"VASUNDHARA GZB",1,225.12,0
"VASUNDRI MANDA KALYAN THANE",1,15.7,0
VATAKARA,9,2937.123333333333,0
"VATSALYA GUEST HOUSE HYDERABAD",14,737988.17,0
VAZHOOR,6,3662.3699999999994,0
"VAZHUTHACAUD THYCAUD TRIVANDRUM",2,120628.35,0
VEDASANDUR,12,16874.16,0
VEDURUKUPPAM,3,5472.48,0
"VEERA DESAI ROAD ANDHERI (W) MUMBAI",7,9875.50857142857,0
"VEERA DESAI ROAD MUMBAI",4,12.87,0
VEEYANNOOR,10,6537.4400000000005,0
"VELACHERY CHEENNAI",15,18784.87,0
"VELACHERY CHENNAI",2,880.58,0
"VELAHANKA BANGALORE",1,9111.21,0
"VELIM SALCETE",3,10912.16,0
VELIYANAD,4,11540.96,0
VELLAVOOR,1,196.7,0
VELLORE,1058,44344.21108388318,0
"VELLORE DIST",52,34256.75096153846,0
"VELLORE DISTRICT",36,12333.656944444438,0
"VELLORE DT",93,11805.820322580641,0
VELOOR,1,2844.79,0
VELPUR,1,30.18,0
VELVI,1,66901.87,0
VEMAGIRI,3,21.709999999999997,0
"VENKATA PURAM",10,10.5,0
"VENKATESHWARA TEMPLE BANGALORE",6,13587.86,0
"VENKATESHWRA TEMPLE HYDERABAD",5,64810.95,0
"VENKATESWARAPURAM KRISHNA",16,15363.140000000005,0
VENKURINNJI,1,104.2,0
VENNIKULAM,5,42546.91,0
VERAVAL,4,56892.13,0
VEREM,2,27226.34,0
VERNA,218,82976.75174311928,0
"VERNA CITY",6,914.25,0
"VERNA SALCETE GOA",8,81292.93,0
VERNAKULAM,3,19804.45,0
"VERSOVA ANDHERI WEST MUMBAI",1,41883.29,0
"VERSOWA MUMBAI ANDHERI (W)",1,74947.39,0
"VERTICA AHMEDABAD",1,47262.42,0
"VETERINARY HOSPITAL GHAZIPUR",9,195720.2877777778,0
"VIANAYAKA CIRCLE BANGALORE",6,73028.16000000002,0
"VIDHALAYA NOIDA",1,108802.09,0
"VIDHYABHAVAN SURAT",8,40.38999999999999,0
"VIDHYALAY DAMAN",2,438911.81,0
"VIDHYALAY KOLKATA",9,10388.300000000001,0
VIDISHA,185,44514.45027027027,0
"VIDYA MANDIR MUMBAI",2,55284.08,0
"VIDYABHAVAN MUMBAI",3,27714.7,0
VIDYAGIRI,2,1697.06,0
"VIDYAMANDIR SOUTH 24 PARGANAS",5,1822.8800000000003,0
VIDYANAGARA,2,5729.23,0
"VIDYANIKETAN HYDERABAD",8,15820.850000000002,0
"VIDYANJALI SCHOOL BANGALORE",3,2301211.69,0
"VIDYAPITH SOUTH 24 PARGANAS",13,175251.25,0
"VIDYARANYAPURA BANGALORE",2,5735.655,0
"VIDYAVIHAR (W) MUMBAI",4,25649.570000000003,0
"VIDYAVIHAR W MUMBAI",3,64143.13999999999,0
"VIDYAVIHAR WEST MUMBAI",52,5791.9553846153785,0
"VIEW NURSING HOME SILCHAR",2,9802.35,0
"VIHAR BUS STOP APNA BAZAR SO THANE",9,232051.26,0
"VIHAR HOTEL MUMBAI",9,20494.09,0
"VIHAR METRO STATION NEW DELHI",13,22184.71,0
"VIHAR MORADABAD",2,26868.19,0
"VIHAR SOUTH DELHI",1,8233.05,0
"VIHAR THANE WEST",4,20373.46,0
"VIII (8) BHAYANDER EAST THANE",1,1003691.44,0
VIJAPUR,36,36375.837222222224,0
"VIJAY NAGAR",1,843.8,0
"VIJAYA BANK BANGALORE",46,3010.429999999996,0
"VIJAYA NGR OPP WATER TANK BANGALORE",1,4411.85,0
"VIJAYANAGAR BANGALORE",2,12746.03,0
"VIJAYANAGAR INDORE",3,33215.24,0
VIJAYANAGARAM,4,1811.81,0
VIJAYAPURAM,5,5954.67,0
VIJAYARAI,6,6844.72,0
VIJAYAWADA,1185,77924.0905475987,0
"VIJAYAWADA (URBAN)",2,8706.6,0
"VIJAYAWADA KRISHNA",29,3812.7393103448285,0
"VIJAYAWADA KRISHNA KRISHNA",4,2562.71,0
"VIJAYAWADA RURAL",3,541.59,0
"VIJAYAWADA URBAN",2,10081.48,0
"VIJAYNAGAR BANGALORE",4,8374.77,0
VIJAYWADA,9,288166.63333333336,0
VIKARABAD,6,65916.13,0
"VIKAS NAGAR",3,3310.11,0
"VIKASKENDRA NAVI MUMBAI",3,32059.62,0
"VIKASNAGAR DEHRADUN",4,6555.17,0
"VIKHARNI NASHIK",11,2376.050909090909,0
"VIKHROLI (EAST)",6,6237.93,0
"VIKHROLI E MUMBAI",10,24800.66,0
"VIKHROLI MUMBAI",4,26762.08,0
"VIKHROLI W MUMBAI",25,1061.6064000000008,0
"VIKHROLI WEST MUMBAI",11,2300.1927272727266,0
"VIL GURGAON 1 TEH GURGAON",1,58567.23,0
VILAMPUR,3,3100.5399999999995,0
"VILE PARLE E MUMBAI",1,2305.07,0
"VILE PARLE EAST",2,45545.81,0
"VILE PARLE EAST MUMBAI",8,213237.535,0
"VILE PARLE MUMBAI",1,86800.51,0
"VILE PARLE W MUMBAI",8,17853.649999999998,0
"VILE PARLE WEST",2,35611.29,0
"VILE PARLE(E) MUMBAI",6,294332.69,0
"VILL K R PURAM HOBLI BANGALORE",6,33925.25,0
"VILL KR PURAM HOBLI BANGALORE",7,2410.86,0
"VILL TOWN CITY KALYAN THANE",8,7.93,0
"VILLA BUNGALOWS ANAND",26,2093.2007692307698,0
"VILLA BUNGLOWS ANAND",3,3953.98,0
"VILLA PUNE",4,455268.41,0
"VILLAGE ANDHERI E MUMBAI",1,119345.98,0
"VILLAGE ATHAL",9,4975.18,0
"VILLAGE BEGUR HOBLI BANGALORE",1,6242.65,0
"VILLAGE GHATKOPAR WEST MUMBAI",1,10489.62,0
"VILLAGE K R PURAM HOBLI BANGALORE",26,85391.74076923075,0
"VILLAGE KANDIVALI E MUMBAI",2,113666.7,0
"VILLAGE KANDIVALI EAST MUMBAI",1,17739.65,0
"VILLAGE KR PURAM HOBLI BANGALORE",6,1949.0200000000002,0
"VILLAGE MALAD (WEST) MUMBAI",4,3687.37,0
"VILLAGE MALAD E  MUMBAI",1,23584.65,0
"VILLAGE MALAD EAST MUMBAI",3,20498.61,0
"VILLAGE MUMBAI",17,225314.05235294116,0
"VILLAGE PAREL MUMBAI",26,59844.56000000004,0
"VILLAGE ROAD BANGLORE",3,19801.58,0
"VILLAGE SAKINAKA  MUMBAI",6,40636.52,0
"VILLAGE SAKINAKA MUMBAI",4,8.43,0
"VILLAGE SIRIFORT ROAD NEW DELHI",10,3455.3,0
"VILLAGE SOUTH WEST DELHI DELHI",2,123779.04,0
"VILLAGE TUNGWA ANDHERI EAST",2,1835.39,0
"VILLAGE UTTARAHALLI BANGALORE",42,11099.289999999994,0
"VILLAGE VARTHUR HOBLI BANGALORE",41,86289.24365853661,0
"VILLAS PHASE 2 HYDERABAD",9,145057.32000000004,0
"VILLE HOUSE MUMBAI",19,24317.44,0
"VILLIPURAM DIST",3,70277.42,0
"VILLIVAKKAM CHENNAI",5,2261.06,0
VILLOONNI,1,1343.1,0
VILLUPURAM,493,17207.179716024326,0
"VILLUPURAM DIST",2,3297.83,0
"VILLUPURAM DT",16,1600.04375,0
VILUPPURAM,45,5619.508444444446,0
"VILUPURAM DIST",2,10988.86,0
"VIMAN NAGAR PUNE",12,496875.49333333335,0
"VIMANAPURA BANGALORE",9,429841.98888888885,0
"VIMANNAGAR  NAGAR ROAD PUNE",5,102560.75,0
"VIMANNAGAR NAGAR ROAD PUNE",29,75429.41413793106,0
"VIMANNAGAR NGR RD PUNE",12,34793.955833333326,0
"VINAYAGAR KOIL SALEM",1,27.62,0
"VINAYAGAR KOVIL HOSUR",1,10755,0
VIRAMGAM,3,720522.0500000002,0
VIRAR,66,102702.11106060608,0
"VIRAR (EAST)",2,23192.38,0
"VIRAR (EAST) THANE",7,27701.88,0
"VIRAR E",4,654502.35,0
"VIRAR E PALGHAR",1,5317.79,0
"VIRAR EAST",7,36643.37857142857,0
"VIRAR EAST THANE",27,2031.0851851851853,0
"VIRAR EAST VIRAR (EAST) THANE",1,2644.06,0
"VIRAR MUMBAI",1,25994.82,0
"VIRAR THANE",1,37492.13,0
"VIRAR W",22,111073.31727272733,0
"VIRAR WEST",41,60589.53951219514,0
"VIRGONAGAR POST BANGALORE",23,48927.06434782608,0
"VIRUDHU NAGAR",7,1524.0200000000002,0
VIRUDHUNAGAR,311,18378.1311897106,0
"VIRUDHUNAGAR (TK)",1,5250.82,0
"VIRUDHUNAGAR DIST",11,35396.60909090909,0
"VIRUDHUNAGAR DT",13,53638.50538461539,0
"VIRUDHUNAGAR VIRUDHUNAGAR",6,582.31,0
VIRUPAKSHAPURA,1,387460.43,0
"VISAKAPATNAM DIST",5,427.66999999999996,0
"VISAKHA PATNAM",1,7131.21,0
VISAKHAPATANAM,28,114972.80500000002,0
VISAKHAPATMAN,2,5906.78,0
VISAKHAPATNAM,4440,106653.14705353047,0
"VISAKHAPATNAM (URBAN)",1,403.99,0
"VISAKHAPATNAM (URBAN) VISAKHAPATNAM",3,21.75,0
"VISAKHAPATNAM URBAN",86,805880.8945348844,0
"VISAKHAPATNAM URBAN VISAKHAPATNAM",3,20127.26,0
VISHAKAPATANAM,11,91.87090909090908,0
VISHAKAPATNAM,5,102411.84400000001,0
VISHAKHAPATNAM,74,9803.094189189183,0
"VISHALI OPP DABUR GHAZIABAD",7,5507.1900000000005,0
"VISHNUNAGAR KALYAN THANE",14,40174.6657142857,0
"VISHNUNAGAR KALYAN THANE THANE",13,7288.155384615383,0
"VISHNUNAGAR THANE",26,73831.39000000004,0
"VISHRANTWADI PUNE",5,43896.322,0
"VISHWAVIHAR HOTEL MUM",13,12838.73,0
VISKHAPATAM,8,1198665.33,0
VISNAGAR,9,20579.14,0
"VISWANEEDAM BANGALORE NORTH",1,0.69,0
VITA,1,193040.52,0
"VITTHAL UDYOG NAGAR",4,275471.46,0
"VITTOO TIKKI WALA NEW DELHI",1,14695.73,0
"VIVEKANAND STATUE DURGAPUR",1,12977.78,0
"VIVEKANANDA BANGALORE",1,4261.45,0
"VIYYUR THRISSUR",11,4038.9599999999996,0
VIZAG,21,51622.35863636364,0
VIZIANAGARAM,641,18612.832340093624,0
"VIZIANAGARAM DIST",6,62637.16999999999,0
"VJB UDYAN MUMBAI",10,14075.25,0
"VLR DT",2,960.6,0
"VODAFONE MUMBAI",1,71839.74,0
"VODAFONE STORE MUMBAI",7,0.29,0
"VPM DIST",2,3203.57,0
"VPO WAZIRABAD",13,120.85999999999997,0
VRINDABAN,2,20216.86,0
VRINDAVAN,1,80109.35,0
"VRINDAVAN LANE TRIVANDRUM",17,20039.140000000007,0
VVNAGAR,19,1990.792105263158,0
VYARA,1,17529.28,0
"VYTILA ERNAKULAM",8,8936.94,0
"VYTILLA ERNAKULAM",12,27238.570000000003,0
"VYTTILA KOCHI",4,591755.73,0
"W BEHIND JANGLESHWAR MANDIR MUMBAI",4,64138.17,0
"W E H MUMBAI",3,8644.59,0
"W E HIGHWAY MUMBAI",1,59910.78,0
"W G DISTRICT (WEST GODAVARI)",4,10348.3,0
"W G DT",3,3935.17,0
"W MUMBAI",94,47728.18191489364,0
"W OPP PENINSULA CORP PARK MUMBAI",2,4285.79,0
"W SOPARA NALLASOPARA W THANE",9,665.2600000000001,0
"W THANE",6,46359.60999999999,0
"WADACHINWADI ROAD PUNE",1,20597.84,0
"WADALA E MUMBAI",8,12469.7525,0
"WADALA EA MUMBAI",8,144.78,0
"WADALA EAST MUMBAI",2,175014.08,0
"WADALA EAST MUMBAI ANTOP HILL",1,9679.84,0
"WADAPAV KHAR W MUMBAI",5,3437.97,0
"WADGAON SHERI PUNE",16,11735.423749999998,0
"WADGAONIHERI PUNE",6,20319.070000000003,0
WADKHAL,7,3004.0600000000004,0
"WAGHOLI PUNE",4,19851.94,0
"WAGLE ESTATE THANE WEST THANE",1,49216.76,0
"WAGLE L E THANE",5,4618.04,0
"WAKAD PUNE",1,46113.15,0
WALAJA,3,28829.8,0
WALAJAPET,29,9318.959999999995,0
WALANDI,7,120894.99,0
WALCHANDNAGAR,1,89061.71,0
"WALI GALI NEW DELHI",2,8649.84,0
"WALLERS RD CHINTARIPERT CHENNAI",4,36885.6,0
WALLISELLEN,7,144.4,0
WALSALL,1,83502.66,0
WALTHAM,14,44530.21999999999,0
WALUJ,2,37164.95,0
"WANAWADI PUNE",7,7186.54,0
"WANDER BEKARY KOLKATA",8,71.99,0
WANKANER,1,7284.38,0
"WANOWRIE PUNE",10,24130.230000000003,0
WARANGAL,1402,28110.3225960171,0
"WARANGAL DISTRICT",8,19861.37,0
"WARANGAL WARANGAL",7,3398.010000000001,0
"WARD 10 TALUKA-CHANDRAPUR",9,333.32,0
"WARD NO 75 NAGPUR",1,6393.06,0
WARDHA,70,116851.4032857143,0
"WARJE PUNE",3,965.3299999999999,0
WASHIM,25,13981.795600000005,0
"WASHIM DIST",2,961.83,0
"WASWANI ROAD PUNE",9,275942.69,0
"WATER FILLING BANGALORE",18,1356339.0700000005,0
"WATER PARK-THANE W",3,25498.97,0
"WATER TANK COIMBATORE",2,1190.13,0
WATERLOO,1,288244.82,0
WAYANAD,71,12442.51366197183,0
WAYNAD,34,10809.080000000002,0
"WAYS PANCHKUVA AHMEDABAD",57,143.06999999999988,0
"WAZIRABAD GURGAON",1,2346.45,0
WAZIRGANJ,2,10688.58,0
"WELL SHAHWADI NAROL AHMEDABAD",1,1021885.83,0
"WEST (MUMBAI)",1,9814.41,0
"WEST AZAD NAGAR MUMBAI",6,83323.73,0
"WEST BADLAPUR",4,78376.33,0
"WEST BARVE NAGAR MUMBAI",3,6296.420000000001,0
"WEST BENGAL",26,27863.49384615386,0
"WEST CHAMPARAN",68,46376.63014705889,0
"WEST CHINCHBUNDER MUMBAI",6,39140.84,0
"WEST DELHI",44,78947.90500000001,0
"WEST DELHI DELHI",9,52085.64555555556,0
"WEST DELHI VASANT KUNJ DELHI",4,536619.25,0
"WEST DELY MUMBAI",25,170210.27,0
"WEST FASHION LOOK CHENNAI",2,11748.08,0
"WEST GARO HILLS",42,46216.10809523813,0
"WEST GODAVARI",494,12850.606161616151,0
"WEST HARTFORD",10,154039.14999999997,0
"WEST KALYAN",10,18090,0
"WEST KALYAN THANE",1,8300.21,0
"WEST KAMENG",5,115251.55,0
"WEST MAMBALAM",18,37994.04000000001,0
"WEST MEDENIPUR",4,900783.6,0
"WEST MEDINIPUR",3,724.32,0
